CCN,Facility Name,Address,City,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital_overall_rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,MSPB_Ratio,Total_Performance_Score,Domain_Clinical_Score,Domain_Safety_Score,Domain_Engagement_Score,Domain_Efficiency_Score,HCAHPS_H_CLEAN_HSP_A_P,HCAHPS_H_CLEAN_HSP_SN_P,HCAHPS_H_CLEAN_HSP_U_P,HCAHPS_H_CLEAN_LINEAR_SCORE,HCAHPS_H_CLEAN_STAR_RATING,HCAHPS_H_COMP_1_A_P,HCAHPS_H_COMP_1_LINEAR_SCORE,HCAHPS_H_COMP_1_SN_P,HCAHPS_H_COMP_1_STAR_RATING,HCAHPS_H_COMP_1_U_P,HCAHPS_H_COMP_2_A_P,HCAHPS_H_COMP_2_LINEAR_SCORE,HCAHPS_H_COMP_2_SN_P,HCAHPS_H_COMP_2_STAR_RATING,HCAHPS_H_COMP_2_U_P,HCAHPS_H_COMP_5_A_P,HCAHPS_H_COMP_5_LINEAR_SCORE,HCAHPS_H_COMP_5_SN_P,HCAHPS_H_COMP_5_STAR_RATING,HCAHPS_H_COMP_5_U_P,HCAHPS_H_COMP_6_LINEAR_SCORE,HCAHPS_H_COMP_6_N_P,HCAHPS_H_COMP_6_STAR_RATING,HCAHPS_H_COMP_6_Y_P,HCAHPS_H_DISCH_HELP_N_P,HCAHPS_H_DISCH_HELP_Y_P,HCAHPS_H_DOCTOR_EXPLAIN_A_P,HCAHPS_H_DOCTOR_EXPLAIN_SN_P,HCAHPS_H_DOCTOR_EXPLAIN_U_P,HCAHPS_H_DOCTOR_LISTEN_A_P,HCAHPS_H_DOCTOR_LISTEN_SN_P,HCAHPS_H_DOCTOR_LISTEN_U_P,HCAHPS_H_DOCTOR_RESPECT_A_P,HCAHPS_H_DOCTOR_RESPECT_SN_P,HCAHPS_H_DOCTOR_RESPECT_U_P,HCAHPS_H_HSP_RATING_0_6,HCAHPS_H_HSP_RATING_7_8,HCAHPS_H_HSP_RATING_9_10,HCAHPS_H_HSP_RATING_LINEAR_SCORE,HCAHPS_H_HSP_RATING_STAR_RATING,HCAHPS_H_MED_FOR_A_P,HCAHPS_H_MED_FOR_SN_P,HCAHPS_H_MED_FOR_U_P,HCAHPS_H_NURSE_EXPLAIN_A_P,HCAHPS_H_NURSE_EXPLAIN_SN_P,HCAHPS_H_NURSE_EXPLAIN_U_P,HCAHPS_H_NURSE_LISTEN_A_P,HCAHPS_H_NURSE_LISTEN_SN_P,HCAHPS_H_NURSE_LISTEN_U_P,HCAHPS_H_NURSE_RESPECT_A_P,HCAHPS_H_NURSE_RESPECT_SN_P,HCAHPS_H_NURSE_RESPECT_U_P,HCAHPS_H_QUIET_HSP_A_P,HCAHPS_H_QUIET_HSP_SN_P,HCAHPS_H_QUIET_HSP_U_P,HCAHPS_H_QUIET_LINEAR_SCORE,HCAHPS_H_QUIET_STAR_RATING,HCAHPS_H_RECMND_DN,HCAHPS_H_RECMND_DY,HCAHPS_H_RECMND_LINEAR_SCORE,HCAHPS_H_RECMND_PY,HCAHPS_H_RECMND_STAR_RATING,HCAHPS_H_SIDE_EFFECTS_A_P,HCAHPS_H_SIDE_EFFECTS_SN_P,HCAHPS_H_SIDE_EFFECTS_U_P,HCAHPS_H_STAR_RATING,HCAHPS_H_SYMPTOMS_N_P,HCAHPS_H_SYMPTOMS_Y_P,Readmission_EDAC_30_AMI,Readmission_EDAC_30_HF,Readmission_EDAC_30_PN,Readmission_READM_30_AMI,Readmission_READM_30_CABG,Readmission_READM_30_COPD,Readmission_READM_30_HF,Readmission_READM_30_HIP_KNEE,Readmission_READM_30_PN,Payment_Adjustment_Percent,Cluster_Label
450654,STARR COUNTY MEMORIAL HOSPITAL,128  N FM RD 3167,RIO GRANDE CITY,TX,78582,STARR,(956) 487-5561,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,3,0,3,0,,8,,,,,5,11,4,0,4,0,,15,5,,10,7,,1.01,,,,,,77,5,18,,,85,,5,,10,87,,4,,9,67,,23,,10,,3,,97,5,95,82,6,12,88,3,9,91,2,7,5,32,63,,,82,12,6,77,9,14,85,4,11,92,3,5,70,4,26,,,5,63,,32,,51,34,15,,2,98,,,12.2,,,18.1,,,16.6,,Average Performers
450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,NACOGDOCHES,TX,75965,NACOGDOCHES,(936) 569-9481,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,8,7,0,7,0,,8,6,1,5,0,,11,9,1,7,1,,15,15,,10,8,,0.99,22.250000000000,4.000000000000,10.500000000000,7.750000000000,0.000000000000,68,11,21,,,84,,3,,13,82,,5,,13,62,,20,,18,,14,,86,16,84,79,5,16,80,5,15,87,3,10,8,19,73,,,76,10,14,80,4,16,82,3,15,90,2,8,62,9,29,,,5,71,,24,,49,30,21,,12,88,24.2,-28,1.6,14,,18,19.8,4.8,16.4,-1.0143,Emerging Performers
450658,FREESTONE MEDICAL CENTER,125 NEWMAN ST,FAIRFIELD,TX,75840,FREESTONE,(903) 389-1612,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,16,8,2,0,2,0,,8,,,,,5,11,3,1,2,0,,15,5,,10,6,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.7,,,,,,15.7,,Cost Efficient / Lower Quality
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,1313 HERMANN DR,HOUSTON,TX,77004,HARRIS,(713) 527-5019,Acute Care Hospitals,Proprietary,Yes,,4,,8,4,0,4,0,,8,7,1,6,0,,11,5,0,4,1,,15,15,,10,7,,1.02,36.250000000000,17.500000000000,10.000000000000,8.750000000000,0.000000000000,71,10,19,,,74,,8,,18,75,,9,,16,55,,25,,20,,21,,79,22,78,70,11,19,75,8,17,80,7,13,12,20,68,,,69,12,19,70,10,20,72,8,20,81,6,13,66,9,25,,,10,62,,28,,42,37,21,,19,81,,14.6,71.5,13.9,,,19.4,,17.1,0.8837,Low Value
450661,ODESSA REGIONAL MEDICAL CENTER,520 E 6TH STREET,ODESSA,TX,79761,ECTOR,(432) 582-8340,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,6,0,6,0,,8,4,0,4,0,,11,7,2,5,0,,15,15,,10,7,,0.99,19.250000000000,3.125000000000,6.875000000000,6.750000000000,2.500000000000,67,13,20,,,72,,7,,21,77,,6,,17,59,,20,,21,,20,,80,25,75,71,9,20,76,7,17,84,4,12,14,25,61,,,72,6,22,69,9,22,68,8,24,80,5,15,57,8,35,,,11,61,,28,,46,33,21,,15,85,-24.1,-37.8,-13.5,12.6,,17.8,19.1,,15.3,-1.4337,Cost Efficient / Lower Quality
450662,VALLEY REGIONAL MEDICAL CENTER,100 A ALTON GLOOR,BROWNSVILLE,TX,78526,CAMERON,(956) 350-7000,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,7,0,7,0,,8,7,1,6,0,,11,7,0,5,2,,15,15,,10,8,,0.97,26.166666666667,6.250000000000,6.666666666667,8.250000000000,5.000000000000,76,6,18,,,74,,8,,18,72,,9,,19,59,,25,,16,,20,,80,22,78,68,10,22,70,9,21,78,7,15,14,23,63,,,71,14,15,68,10,22,71,9,20,82,5,13,51,19,30,,,10,66,,24,,47,36,17,,18,82,-14.6,56.2,25.6,14.2,11.3,,20.7,,16.1,-0.4725,Low Value
450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,TX,79902,EL PASO,(915) 747-4000,Acute Care Hospitals,Proprietary,Yes,,2,,8,7,0,7,0,,8,7,2,5,0,,11,8,1,7,0,,15,15,,10,7,,1.06,17.833333333333,6.000000000000,7.083333333333,4.750000000000,0.000000000000,63,15,22,,,74,,7,,19,77,,8,,15,59,,25,,16,,19,,81,23,77,73,9,18,75,8,17,83,5,12,14,22,64,,,72,14,14,70,9,21,69,8,23,81,5,14,55,15,30,,,10,64,,26,,45,37,18,,16,84,-23.9,-4.8,0,13.1,12.8,,20.2,5.5,15.4,-1.5896,Emerging Performers
450669,MEDICAL CITY LEWISVILLE,500 WEST MAIN STREET,LEWISVILLE,TX,75057,DENTON,(972) 420-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,6,0,6,0,,8,5,0,5,0,,11,7,0,6,1,,15,15,,10,8,,1.10,16.125000000000,3.125000000000,6.500000000000,6.500000000000,0.000000000000,79,6,15,,,78,,4,,18,76,,8,,16,60,,21,,19,,15,,85,14,86,69,10,21,75,8,17,85,5,10,9,22,69,,,75,9,16,72,6,22,76,4,20,86,2,12,64,7,29,,,7,70,,23,,46,33,21,,16,84,31,-3.2,-4.5,13.9,,18.9,19.3,,16.6,-1.743,Emerging Performers
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,8,5,3,2,0,,8,3,1,2,0,,11,5,0,4,1,,15,10,,10,6,,,,,,,,67,14,19,,,76,,7,,17,79,,6,,15,66,,20,,14,,14,,86,14,86,77,7,16,77,7,16,87,4,9,10,23,67,,,78,9,13,74,7,19,74,6,20,85,4,11,58,17,25,,,9,65,,26,,54,29,17,,13,87,88.1,5.7,-8.9,15.8,,20.6,20.3,,15.6,,Low Value
450670,HCA HOUSTON HEALTHCARE TOMBALL,605 HOLDERRIETH,TOMBALL,TX,77375,HARRIS,(281) 351-7500,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,8,0,,8,7,1,6,0,,11,9,0,5,4,,15,15,,10,8,,1.12,27.333333333333,6.666666666667,14.166666666667,6.500000000000,0.000000000000,70,12,18,,,76,,7,,17,72,,10,,18,54,,26,,20,,18,,82,21,79,66,11,23,71,11,18,78,8,14,13,21,66,,,69,13,18,71,9,20,73,6,21,85,5,10,56,9,35,,,12,61,,27,,39,39,22,,15,85,24,32.8,26.7,15.4,11.1,18.6,21.2,4.6,16.4,-0.3084,Low Value
450672,MEDICAL CITY FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,TARRANT,(817) 336-2100,Acute Care Hospitals,Proprietary,Yes,,2,,8,8,1,7,0,,8,7,1,6,0,,11,9,0,4,5,,15,15,,10,8,,1.09,20.166666666667,10.833333333333,4.583333333333,4.750000000000,0.000000000000,69,12,19,,,73,,8,,19,75,,8,,17,53,,27,,20,,17,,83,17,83,69,10,21,74,8,18,82,5,13,15,18,67,,,66,13,21,68,9,23,70,8,22,79,5,16,65,10,25,,,13,66,,21,,41,40,19,,16,84,90.9,15.8,40.7,16.7,10.4,18.8,20.5,5.2,16.8,-1.3186,Low Value
450674,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,HARRIS,(713) 790-1234,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,1,0,1,0,,8,6,2,4,0,,11,2,0,2,0,,15,15,,10,5,,1.13,22.333333333333,,17.333333333333,5.000000000000,0.000000000000,69,11,20,,,72,,7,,21,76,,7,,17,54,,25,,21,,20,,80,28,72,72,8,20,75,7,18,83,5,12,11,22,67,,,71,12,17,66,9,25,68,7,25,82,4,14,57,11,32,,,9,68,,23,,37,38,25,,13,87,,,,,,,,,,-1.0004,Emerging Performers
450675,MEDICAL CITY ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,TARRANT,(817) 465-3241,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,8,0,8,0,,8,7,1,6,0,,11,7,0,4,3,,15,15,,10,6,,1.04,14.166666666667,6.500000000000,4.166666666667,3.500000000000,0.000000000000,70,11,19,,,71,,9,,20,71,,9,,20,51,,30,,19,,20,,80,20,80,67,12,21,67,10,23,78,6,16,15,25,60,,,63,15,22,66,12,22,67,10,23,80,6,14,57,11,32,,,11,58,,31,,39,44,17,,21,79,26.6,11.1,40.7,14.7,11.4,17.8,20.4,,17.5,-1.8474,Emerging Performers
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,11801 SOUTH FREEWAY,FORT WORTH,TX,76115,TARRANT,(817) 293-9110,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,8,7,1,6,0,,8,6,1,5,0,,11,7,0,6,1,,15,15,,10,8,,1.05,26.333333333333,10.000000000000,8.333333333333,8.000000000000,0.000000000000,79,5,16,,,77,,4,,19,75,,6,,19,58,,23,,19,,13,,87,15,85,68,8,24,72,7,21,84,3,13,7,20,73,,,72,11,17,73,5,22,73,5,22,85,3,12,65,7,28,,,5,71,,24,,45,35,20,,12,88,41.9,-6.7,-5.1,14.6,,20,19.5,,15.8,-0.4406,Average Performers
450678,WHITE ROCK MEDICAL CENTER,9440 POPPY DRIVE,DALLAS,TX,75218,DALLAS,(214) 324-6100,Acute Care Hospitals,Proprietary,Yes,,2,,8,5,0,5,0,,8,2,0,2,0,,11,4,0,3,1,,15,,5,10,5,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,72.2,,,18.4,21,,17.1,,Low Value
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,18951 MEMORIAL NORTH,HUMBLE,TX,77338,HARRIS,(281) 540-7700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,7,1,5,1,,11,7,0,5,2,,15,15,,10,8,,0.99,17.833333333333,1.250000000000,8.333333333333,8.250000000000,0.000000000000,74,8,18,,,76,,7,,17,77,,7,,16,60,,24,,16,,17,,83,17,83,72,9,19,76,8,16,82,5,13,10,19,71,,,74,11,15,71,9,20,73,7,20,85,4,11,60,12,28,,,7,70,,23,,47,37,16,,17,83,-8.8,30.3,29.7,13.2,,17.6,19.8,,16.9,-1.5896,Emerging Performers
450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,LUBBOCK,(806) 775-8200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,8,0,7,1,,8,7,3,4,0,,11,10,0,9,1,,15,15,,10,8,,1.16,20.416666666667,2.000000000000,6.666666666667,11.750000000000,0.000000000000,72,10,18,,,79,,4,,17,78,,6,,16,64,,18,,18,,14,,86,16,84,73,8,19,77,6,17,84,4,12,7,17,76,,,75,9,16,74,5,21,76,4,20,86,3,11,60,10,30,,,4,79,,17,,53,27,20,,13,87,11.3,46.4,8,13.3,11.5,19.1,20.7,,15.6,-1.2876,Emerging Performers
450688,DALLAS REGIONAL MEDICAL CENTER,1011 NORTH GALLOWAY AVENUE,MESQUITE,TX,75149,DALLAS,(214) 320-7000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,6,0,6,0,,8,5,1,4,0,,11,5,1,3,1,,15,15,,10,7,,1.06,18.000000000000,0.000000000000,13.500000000000,4.500000000000,0.000000000000,71,14,15,,,70,,10,,20,75,,9,,16,57,,26,,17,,23,,77,29,71,69,12,19,73,9,18,83,5,12,11,27,62,,,72,14,14,67,12,21,67,12,21,76,6,18,59,9,32,,,14,59,,27,,43,38,19,,16,84,,-63.8,21.9,12.7,,19.7,18.2,,16.2,-1.5765,Emerging Performers
45068F,William Beaumont AMG (FT Bliss),18511 Highlander Medics St,El Paso,TX,79920,EL PASO,(915) 742-7777,Acute Care - Department of Defense,Department of Defense,Yes,,,22,,,,,,22,,,,,,22,,,,,,22,,,22,,,22,,,,,,,84,4,12,,,88,,1,,11,86,,2,,12,71,,14,,15,,10,,90,14,86,79,4,17,82,4,14,89,2,9,2,13,85,,,79,6,15,82,3,15,83,3,14,91,1,8,84,2,14,,,2,86,,12,,58,23,19,,9,91,,,,,,,,,,,Average Performers
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75708,SMITH,(903) 877-7777,Acute Care Hospitals,Government - State,Yes,,4,,8,4,0,4,0,,8,,,,,5,11,7,1,6,0,,15,15,,10,7,,1.05,33.444444444444,4.444444444444,,29.000000000000,0.000000000000,79,6,15,,,84,,1,,15,88,,2,,10,68,,17,,15,,4,,96,4,96,85,5,10,88,2,10,91,1,8,5,14,81,,,79,4,17,84,1,15,80,1,19,89,0,11,66,3,31,,,2,82,,16,,57,32,11,,3,97,,0.2,-35.7,,,18,19.1,,15.2,0.5932,Average Performers
450694,EL CAMPO MEMORIAL HOSPITAL,303 SANDY CORNER RD,EL CAMPO,TX,77437,WHARTON,(979) 578-5251,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,3,,8,3,0,3,0,,8,1,0,1,0,,11,4,1,3,0,,15,15,,10,7,,1.13,,,,,,69,18,13,,,73,,6,,21,80,,5,,15,58,,21,,21,,16,,84,18,82,75,5,20,81,4,15,83,5,12,20,26,54,,,76,8,16,66,7,27,74,10,16,79,3,18,61,7,32,,,18,56,,26,,41,34,25,,13,87,,19.1,-48.2,,,,20.8,,14.9,,Cost Efficient / Lower Quality
450698,LAMB HEALTHCARE CENTER,1500 S SUNSET,LITTLEFIELD,TX,79339,LAMB,(806) 385-6411,Acute Care Hospitals,Government - Local,Yes,Y,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,4,,0.84,,,,,,78,7,15,,,81,,3,,16,91,,2,,7,71,,19,,10,,20,,80,,,,,,,,,,,,4,24,72,,,,,,,,,,,,,,,74,10,16,,,4,68,,28,,,,,,,,,,,,,,,,,,Average Performers
45069F,Brooke Army Medical Center (FT Sam Houston),3551 Roger Brooke Dr,Fort Sam Houston,TX,78234,BEXAR,(210) 916-4141,Acute Care - Department of Defense,Department of Defense,Yes,,,22,,,,,,22,,,,,,22,,,,,,22,,,22,,,22,,,,,,,76,6,18,,,86,,1,,13,87,,2,,11,71,,13,,16,,8,,92,13,87,80,4,16,83,3,14,90,1,9,2,13,85,,,81,6,13,81,3,16,82,2,16,90,1,9,62,9,29,,,1,88,,11,,57,21,22,,7,93,,,,,,,,,,,Average Performers
450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,LONGVIEW,TX,75605,GREGG,(903) 758-1818,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,7,1,,8,8,1,7,0,,11,9,1,7,1,,15,15,,10,10,,1.04,22.916666666667,4.583333333333,12.083333333333,6.250000000000,0.000000000000,68,12,20,,,76,,4,,20,76,,6,,18,58,,23,,19,,15,,85,18,82,69,8,23,74,7,19,85,4,11,8,21,71,,,71,11,18,70,5,25,73,4,23,85,2,13,64,7,29,,,5,73,,22,,44,34,22,,11,89,60.6,-18.3,-4.7,15.6,11.5,17.4,19.4,4.7,16.5,-0.9139,Emerging Performers
450709,HOUSTON METHODIST CLEAR LAKE HOSPITAL,18300 ST JOHN DRIVE,NASSAU BAY,TX,77058,HARRIS,(281) 333-5503,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,7,1,6,0,,8,6,2,4,0,,11,9,1,5,3,,15,15,,10,9,,1.08,51.916666666667,16.250000000000,17.916666666667,17.750000000000,0.000000000000,76,7,17,,,84,,2,,14,79,,5,,16,65,,16,,19,,9,,91,10,90,73,7,20,77,6,17,86,3,11,4,14,82,,,79,7,14,79,3,18,82,2,16,92,1,7,62,9,29,,,3,85,,12,,52,25,23,,8,92,47.9,18,15.6,14.9,,17.1,19.5,,16.4,1.7976,High Value
45070F,Darnall AMC (FT Cavazos),590 Medical Center Rd,Fort Cavazos,TX,76544,BELL,(254) 288-8000,Acute Care - Department of Defense,Department of Defense,Yes,,,22,,,,,,22,,,,,,22,,,,,,22,,,22,,,22,,,,,,,84,6,10,,,84,,3,,13,85,,4,,11,72,,12,,16,,11,,89,15,85,78,4,18,83,5,12,88,3,9,3,19,78,,,82,5,13,80,3,17,81,4,15,88,3,9,80,3,17,,,3,76,,21,,59,22,19,,8,92,,,,,,,,,,,Average Performers
450711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,MCALLEN,TX,78503,HIDALGO,(956) 632-6000,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,5,0,5,0,,8,6,1,5,0,,11,5,0,5,0,,15,15,,10,8,,1.01,28.166666666667,11.666666666667,10.000000000000,6.500000000000,0.000000000000,68,14,18,,,75,,7,,18,74,,9,,17,56,,23,,21,,17,,83,20,80,70,11,19,74,10,16,78,6,16,13,20,67,,,70,10,20,73,9,18,71,7,22,82,5,13,64,12,24,,,8,66,,26,,42,35,23,,14,86,,-10.3,10.2,13.5,,,19.6,,16.3,-0.1632,Average Performers
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,78704,TRAVIS,(512) 448-7107,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,7,1,,8,7,2,5,0,,11,11,1,8,2,,15,15,,10,8,,1.06,23.833333333333,7.916666666667,10.416666666667,5.500000000000,0.000000000000,77,6,17,,,75,,6,,19,76,,8,,16,56,,26,,18,,16,,84,19,81,70,9,21,76,8,16,83,6,11,10,25,65,,,71,14,15,71,8,21,73,7,20,82,4,14,57,9,34,,,9,68,,23,,40,37,23,,14,86,12.4,-20.3,-1.4,14.2,10,19.1,17.8,5,16.2,-0.794,Average Performers
450718,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVE,ROUND ROCK,TX,78681,WILLIAMSON,(512) 341-1000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,8,0,,8,6,1,5,0,,11,8,1,6,1,,15,15,,10,9,,1.05,21.083333333333,2.000000000000,12.083333333333,7.000000000000,0.000000000000,79,5,16,,,75,,6,,19,72,,8,,20,53,,27,,20,,15,,85,17,83,66,11,23,71,10,19,80,5,15,12,18,70,,,65,17,18,71,8,21,70,6,24,84,3,13,53,11,36,,,7,70,,23,,42,38,20,,13,87,-22.8,-5.9,-9.8,12.3,11.1,17.8,19.3,,15.5,-1.1962,Emerging Performers
450723,METHODIST CHARLTON MEDICAL CENTER,3500 W WHEATLAND ROAD,DALLAS,TX,75237,DALLAS,(214) 947-7777,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,0,8,0,,8,7,2,4,1,,11,8,0,6,2,,15,15,,10,8,,1.10,22.500000000000,5.500000000000,10.000000000000,7.000000000000,0.000000000000,77,7,16,,,80,,7,,13,80,,7,,13,62,,20,,18,,12,,88,11,89,77,9,14,78,7,15,85,4,11,10,18,72,,,74,12,14,77,8,15,77,7,16,86,5,9,70,7,23,,,10,67,,23,,50,29,21,,13,87,9.1,42.4,31.1,12.8,10.4,18.2,20.5,,16,-0.9759,Low Value
450730,CARROLLTON REGIONAL MEDICAL CENTER,4343 NORTH JOSEY LANE,CARROLLTON,TX,75010,DENTON,(972) 394-2255,Acute Care Hospitals,Proprietary,Yes,,2,,8,4,0,4,0,,8,4,0,4,0,,11,5,1,3,1,,15,15,,10,8,,1.12,,,,,,73,9,18,,,72,,8,,20,70,,10,,20,52,,26,,22,,23,,77,21,79,65,11,24,67,12,21,78,7,15,13,22,65,,,66,11,23,68,10,22,68,10,22,81,5,14,63,9,28,,,13,58,,29,,37,41,22,,25,75,,-29.6,9.8,14.2,,,20,4.6,16,,Average Performers
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,6800 SCENIC DR,ROWLETT,TX,75088,DALLAS,(972) 412-2273,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,7,0,7,0,,8,8,1,7,0,,11,8,0,7,1,,15,15,,10,9,,1.02,30.333333333333,3.500000000000,20.833333333333,6.000000000000,0.000000000000,69,9,22,,,76,,5,,19,76,,6,,18,57,,22,,21,,15,,85,18,82,70,7,23,73,7,20,83,4,13,9,21,70,,,73,10,17,71,6,23,74,6,20,84,4,12,63,8,29,,,7,67,,26,,42,35,23,,11,89,-15.6,6.4,-2.2,13.5,,18.7,21.8,4.3,17.6,0.1371,Average Performers
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,DENTON,(940) 898-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,8,0,8,0,,8,6,2,4,0,,11,8,2,6,0,,15,15,,10,9,,1.05,44.916666666667,8.000000000000,20.416666666667,14.000000000000,2.500000000000,76,6,18,,,79,,3,,18,77,,5,,18,61,,19,,20,,13,,87,14,86,72,6,22,76,6,18,84,2,14,7,16,77,,,74,9,17,75,5,20,76,3,21,87,2,11,64,7,29,,,3,79,,18,,48,29,23,,11,89,-21.7,-23,-5.3,12.5,10.6,17.8,17.5,,16.5,1.5333,High Value
450747,PALESTINE REGIONAL MEDICAL CENTER,2900 S LOOP 256,PALESTINE,TX,75801,ANDERSON,(903) 731-1000,Acute Care Hospitals,Proprietary,Yes,Y,1,,8,5,0,4,1,,8,4,1,3,0,,11,6,0,6,0,,15,15,,10,9,,1.10,30.875000000000,0.000000000000,16.875000000000,14.000000000000,0.000000000000,68,11,21,,,79,,3,,18,82,,4,,14,62,,18,,20,,16,,84,18,82,80,4,16,80,5,15,86,4,10,11,26,63,,,74,8,18,73,4,23,77,3,20,87,1,12,64,8,28,,,9,59,,32,,50,28,22,,14,86,,6.9,7.7,,,19.8,19.8,,16.5,0.2097,Average Performers
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,8,5,3,2,0,,8,4,1,3,0,,11,6,0,4,2,,15,10,,10,5,,,,,,,,71,10,19,,,77,,7,,16,80,,4,,16,67,,19,,14,,13,,87,16,84,74,6,20,78,5,17,84,4,12,9,19,72,,,76,9,15,72,6,22,75,7,18,84,5,11,63,10,27,,,5,69,,26,,52,29,19,,11,89,29.2,2.1,15.9,15.8,,18.2,19.5,4.9,15.1,,Average Performers
450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,LEVELLAND,TX,79336,HOCKLEY,(806) 894-4963,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,16,8,2,0,2,0,,8,,,,,5,11,2,1,1,0,,15,,5,10,6,,0.91,,,,,,86,0,14,,,88,,2,,10,91,,1,,8,77,,11,,12,,23,,77,28,72,87,1,12,91,1,8,94,0,6,4,15,81,,,85,9,6,88,1,11,85,2,13,92,2,6,72,4,24,,,0,77,,23,,68,13,19,,19,81,,,-42.5,,,,,,15.2,,Cost Efficient / Lower Quality
